@relation SomeContent

@attribute 19 numeric
@attribute Success {0,1}
@attribute 15 numeric
@attribute 9 numeric
@attribute 17 numeric
@attribute Run numeric
@attribute 14 numeric
@attribute 6 numeric
@attribute 12 numeric
@attribute 11 numeric
@attribute 20 numeric
@attribute 5 numeric
@attribute 3 numeric
@attribute 13 numeric
@attribute Study numeric
@attribute 18 numeric
@attribute 10 numeric
@attribute 7 numeric
@attribute 4 numeric
@attribute 16 numeric
@attribute 8 numeric

@data
0.497823,1,0.290855,0.446532,0.569393,171,0.679451,0.560154,0.121891,0.017317,0.20202,0.239769,0.430431,0.658468,3,0.169524,0.250571,0.135386,0.177285,0.12636,0.000476
0.224463,0,0.946544,0.708472,0.87764,125,0.875473,0.381564,0.981365,0.899023,0.298613,0.661939,0.967232,0.958853,2,0.642689,0.448778,0.457069,0.642815,0.085794,0.58506
0.742433,1,0.565633,0.092808,0.810641,23,0.397835,0.662361,0.204501,0.058716,0.665292,0.576373,0.596753,0.03736,2,0.111824,0.642329,0.051234,0.029222,0.696778,0.200652
0.172865,1,0.432229,0.918361,0.522024,80,0.015305,0.56121,0.419313,0.254702,0.847359,0.815632,0.644259,0.780902,1,0.077207,0.809918,0.778106,0.969022,0.772509,0.454347
0.041845,1,0.617319,0.34124,0.124788,120,0.261923,0.924606,0.751966,0.644288,0.315523,0.19545,0.324435,0.608451,2,0.703362,0.230902,0.881456,0.721683,0.749628,0.111448
0.277974,1,0.959875,0.863679,0.987117,90,0.748406,0.499304,0.635245,0.193048,0.340787,0.020551,0.604274,0.852188,2,0.914304,0.129054,0.815354,0.01369,0.524044,0.592449
0.221133,1,0.21502,0.537723,0.681891,18,0.59223,0.177728,0.983255,0.035561,0.348743,0.111064,0.999194,0.785685,3,0.015057,0.225832,0.874578,0.731115,0.756028,0.447123
0.383809,1,0.259356,0.9411,0.469342,58,0.910701,0.377013,0.399044,0.656331,0.290736,0.565743,0.911071,0.416188,3,0.896445,0.246147,0.208888,0.53628,0.329601,0.541106
0.573256,1,0.951228,0.302888,0.192978,65,0.029551,0.263651,0.207154,0.626767,0.322865,0.889083,0.959302,0.322371,3,0.158342,0.987759,0.92926,0.343698,0.450556,0.597622
0.663375,1,0.668652,0.482287,0.551917,88,0.577277,0.526604,0.722831,0.111025,0.631904,0.178027,0.794202,0.559079,2,0.76815,0.822262,0.486632,0.087101,0.539847,0.035692
0.594634,1,0.599221,0.802283,0.012349,172,0.648112,0.280419,0.62753,0.361121,0.406416,0.097383,0.212334,0.234686,2,0.825923,0.401805,0.220381,0.697239,0.443711,0.601515
0.214878,1,0.120797,0.351817,0.785127,138,0.458725,0.629329,0.170628,0.835697,0.527359,0.654092,0.143718,0.957197,1,0.915192,0.610423,0.756588,0.573367,0.817173,0.84057
0.703175,1,0.046851,0.809848,0.103849,89,0.625113,0.601424,0.667966,0.689969,0.372335,0.381534,0.549942,0.204841,1,0.611193,0.928802,0.131196,0.988604,0.543082,0.208842
0.046409,1,0.67387,0.527007,0.252139,30,0.308645,0.968384,0.013105,0.911902,0.796432,0.160932,0.563716,0.389601,2,0.40053,0.037966,0.598449,0.093467,0.573487,0.992505
0.300663,1,0.518495,0.279531,0.439253,106,0.936478,0.726584,0.619931,0.340959,0.767194,0.967974,0.966494,0.178049,2,0.102906,0.021822,0.440961,0.258628,0.614006,0.633708
0.114709,1,0.035624,0.562367,0.724187,75,0.407743,0.844459,0.882054,0.396014,0.781252,0.57185,0.730784,0.123275,3,0.485271,0.040843,0.846228,0.104466,0.313951,0.620691
0.996129,1,0.80912,0.070342,0.517388,129,0.429451,0.615371,0.530951,0.196904,0.302259,0.109793,0.677213,0.192809,2,0.620842,0.804358,0.232059,0.635569,0.231021,0.141934
0.988495,1,0.362866,0.034781,0.674526,124,0.820539,0.348358,0.975203,0.862127,0.913295,0.16509,0.091162,0.863311,2,0.60365,0.559067,0.757031,0.074867,0.820267,0.880364
0.21089,1,0.948095,0.681176,0.728459,12,0.072915,0.173306,0.083717,0.828415,0.83359,0.903222,0.881929,0.520567,1,0.285888,0.905844,0.791005,0.424916,0.999616,0.476184
0.679975,1,0.589064,0.638037,0.227573,134,0.332243,0.271723,0.370801,0.982215,0.516867,0.562619,0.815117,0.849556,2,0.002749,0.201023,0.76136,0.587942,0.483082,0.232417
0.491007,1,0.884233,0.720215,0.900643,176,0.99366,0.533338,0.226239,0.434791,0.334154,0.515331,0.369332,0.544805,2,0.176043,0.253367,0.714436,0.281043,0.314221,0.505232
0.408275,1,0.260989,0.798202,0.292292,175,0.362668,0.445146,0.420965,0.401895,0.268202,0.966048,0.365535,0.622295,2,0.241611,0.347031,0.47502,0.919701,0.155537,0.458187
0.215504,1,0.512927,0.596711,0.883171,21,0.156945,0.382893,0.358267,0.004504,0.589454,0.342976,0.667364,0.967503,3,0.909626,0.715502,0.762627,0.023866,0.697205,0.262839
0.494093,1,0.163334,0.772271,0.819902,4,0.997309,0.851643,0.127011,0.379395,0.607461,0.133147,0.967564,0.476791,3,0.952324,0.942169,0.628999,0.541932,0.952149,0.921785
0.047051,1,0.078651,0.887132,0.493008,82,0.43157,0.13725,0.069008,0.43248,0.320188,0.314034,0.80518,0.891443,1,0.566696,0.164777,0.029913,0.069965,0.733349,0.37776
0.536075,1,0.08794,0.7735,0.216878,130,0.997044,0.80931,0.152582,0.397148,0.007718,0.220071,0.830873,0.799013,2,0.682754,0.99423,0.935033,0.874048,0.923808,0.743757
0.386519,1,0.745948,0.657343,0.951103,40,0.03493,0.117148,0.558982,0.654878,0.784526,0.491999,0.122877,0.600618,1,0.742371,0.18231,0.403814,0.604438,0.055228,0.591458
0.069835,1,0.294552,0.703266,0.035177,133,0.623586,0.600457,0.107294,0.718416,0.915145,0.244698,0.985568,0.338675,3,0.888213,0.861683,0.618656,0.234807,0.421098,0.329241
0.460285,0,0.914075,0.968614,0.423131,73,0.130735,0.833845,0.372078,0.293683,0.05565,0.406354,0.78123,0.073879,3,0.695344,0.563184,0.365578,0.826922,0.130585,0.26832
0.723714,1,0.382491,0.89597,0.896644,112,0.665133,0.364508,0.639331,0.699366,0.280012,0.469657,0.07763,0.50745,3,0.349197,0.934383,0.694841,0.288555,0.623365,0.179016
0.04347,1,0.760238,0.644957,0.947334,156,0.414748,0.456709,0.281747,0.500825,0.40633,0.371066,0.655486,0.239247,1,0.987651,0.153338,0.555877,0.638421,0.132335,0.381709
0.891205,0,0.813522,0.272035,0.54137,136,0.908145,0.679712,0.877232,0.113179,0.625596,0.126606,0.637378,0.97878,2,0.624387,0.061772,0.082718,0.628366,0.536835,0.254159
0.914044,1,0.524937,0.112219,0.642396,173,0.605885,0.99394,0.745463,0.309594,0.547439,0.688734,0.822618,0.539202,1,0.560018,0.009944,0.210464,0.298179,0.385154,0.024378
0.76884,1,0.37272,0.655329,0.774952,86,0.620689,0.035001,0.944125,0.856571,0.056441,0.898384,0.221992,0.040389,2,0.815042,0.964894,0.648552,0.861822,0.800717,0.130746
0.478624,1,0.774004,0.858098,0.18212,129,0.494941,0.559384,0.518741,0.959584,0.583029,0.39502,0.945891,0.814587,1,0.759797,0.457388,0.640566,0.194052,0.87687,0.880721
0.407971,1,0.476014,0.616859,0.396462,175,0.090976,0.369404,0.19096,0.188194,0.188219,0.895606,0.727747,0.111342,1,0.144984,0.282931,0.623435,0.440941,0.61196,0.834089
0.247647,0,0.201386,0.153167,0.476244,169,0.558633,0.95326,0.561647,0.374567,0.412939,0.29652,0.887865,0.124858,1,0.083434,0.883703,0.890664,0.841339,0.215716,0.578352
0.267436,1,0.155243,0.927093,0.154345,28,0.835319,0.610101,0.251308,0.888477,0.540282,0.923706,0.474681,0.305146,2,0.480436,0.396542,0.739776,0.411534,0.832492,0.651408
0.54101,1,0.812732,0.011419,0.552725,34,0.105831,0.002652,0.274651,0.560352,0.131549,0.441996,0.881713,0.033603,3,0.371586,0.3595,0.731025,0.271859,0.556078,0.58514
0.401461,1,0.830789,0.65743,0.688933,41,0.901442,0.564069,0.585167,0.752569,0.678473,0.254878,0.69773,0.554081,3,0.13213,0.725847,0.994651,0.280388,0.303979,0.813954
0.249816,0,0.448845,0.400308,0.625189,88,0.218502,0.679121,0.958506,0.311699,0.703758,0.580561,0.851386,0.675266,3,0.657674,0.354162,0.530227,0.997759,0.306672,0.184133
0.33311,1,0.091358,0.33545,0.34631,81,0.841442,0.901439,0.841244,0.771159,0.579961,0.623134,0.896684,0.160471,3,0.066418,0.166843,0.711938,0.849993,0.54486,0.915774
0.750696,1,0.173151,0.313227,0.428455,57,0.719657,0.239815,0.686377,0.21572,0.1577,0.629058,0.137194,0.68995,1,0.916978,0.594777,0.99016,0.451536,0.364855,0.356758
0.467604,1,0.448153,0.119931,0.428549,131,0.339764,0.29142,0.496379,0.187541,0.161174,0.34969,0.07553,0.788887,2,0.284203,0.009845,0.883441,0.786833,0.394942,0.776777
0.99679,1,0.423446,0.180823,0.127578,151,0.254184,0.994682,0.712802,0.598116,0.418022,0.315343,0.990213,0.879842,3,0.721181,0.781011,0.777906,0.29413,0.538774,0.122745
0.58655,1,0.052658,0.457151,0.167271,147,0.15412,0.154723,0.400804,0.887067,0.660492,0.379603,0.145486,0.427983,3,0.920643,0.085022,0.572046,0.317874,0.027554,0.212796
0.644607,1,0.069362,0.063567,0.203953,135,0.214444,0.647331,0.475047,0.04568,0.940935,0.670906,0.057153,0.573015,3,0.163375,0.035983,0.34214,0.153102,0.539912,0.661122
0.078428,1,0.451975,0.161784,0.056886,38,0.236647,0.917033,0.874504,0.197768,0.753764,0.208869,0.384058,0.891463,3,0.544006,0.454723,0.590829,0.277603,0.747761,0.651709
0.930044,1,0.692042,0.386212,0.750851,61,0.52296,0.256837,0.43073,0.884029,0.054707,0.237976,0.258906,0.723415,1,0.809193,0.065132,0.290491,0.718118,0.57857,0.279041
0.468065,1,0.574563,0.274167,0.633647,108,0.619306,0.74387,0.307,0.063671,0.181158,0.420096,0.043391,0.344583,3,0.338565,0.599847,0.767606,0.001922,0.049503,0.020805
0.917008,1,0.267294,0.519587,0.842173,173,0.677661,0.183621,0.067084,0.533517,0.899544,0.120078,0.974382,0.094038,2,0.942925,0.153257,0.577093,0.138693,0.300686,0.363345
0.351021,1,0.11043,0.00459,0.095008,92,0.183888,0.328722,0.889123,0.437627,0.111642,0.896097,0.724361,0.937325,3,0.630368,0.45842,0.19592,0.628987,0.290435,0.246374
0.889205,1,0.433006,0.05493,0.21919,67,0.920724,0.102879,0.097769,0.459006,0.004457,0.905293,0.110818,0.603097,3,0.598293,0.329881,0.065935,0.334367,0.261797,0.634338
0.035988,1,0.425995,0.08406,0.619823,162,0.990095,0.345999,0.659405,0.788637,0.047556,0.148453,0.090576,0.248957,1,0.113544,0.470789,0.520858,0.688366,0.293008,0.961267
0.895154,1,0.042874,0.541579,0.465528,96,0.271888,0.410246,0.470439,0.843927,0.583824,0.03906,0.259359,0.3676,3,0.302191,0.475453,0.670431,0.636146,0.353105,0.226918
0.047084,1,0.981935,0.084664,0.963958,33,0.55642,0.73579,0.347907,0.803654,0.876196,0.450753,0.050651,0.712863,3,0.936406,0.602686,0.474352,0.367107,0.531348,0.560607
0.857848,1,0.063436,0.959217,0.85132,174,0.165922,0.859419,0.030489,0.130017,0.67838,0.365955,0.221677,0.937647,1,0.833376,0.658293,0.746208,0.767923,0.01281,0.747149
0.561098,1,0.278753,0.491054,0.073111,146,0.546771,0.662545,0.302333,0.126104,0.804014,0.509407,0.595812,0.089746,3,0.032968,0.071069,0.122212,0.966107,0.443169,0.984212
0.327888,1,0.077449,0.299818,0.75614,56,0.199911,0.709034,0.165824,0.985767,0.556321,0.461462,0.896377,0.677366,1,0.220593,0.947649,0.880216,0.19554,0.124203,0.323156
0.109329,1,0.398079,0.824367,0.512179,170,0.089518,0.391562,0.320659,0.29988,0.09791,0.559785,0.292883,0.81539,2,0.981814,0.784349,0.342184,0.290687,0.547469,0.184864
0.579133,0,0.517406,0.074364,0.739766,115,0.758684,0.702602,0.194536,0.078312,0.494948,0.773757,0.868261,0.041904,1,0.972706,0.334298,0.340249,0.909368,0.677615,0.13594
0.514724,1,0.458466,0.468727,0.25665,29,0.638894,0.4885,0.382599,0.172745,0.870105,0.664663,0.883768,0.709073,3,0.137699,0.500727,0.68674,0.65599,0.797317,0.023729
0.147325,1,0.698107,0.40584,0.637078,7,0.959217,0.654415,0.578519,0.049427,0.213814,0.153583,0.16105,0.264855,1,0.011251,0.662636,0.140346,0.548838,0.467359,0.796646
0.61024,1,0.889395,0.989054,0.380452,31,0.008735,0.570648,0.209178,0.707248,0.958029,0.339599,0.384707,0.326066,2,0.512597,0.357092,0.522721,0.039109,0.662411,0.731495
0.422113,1,0.457513,0.386301,0.206415,72,0.059593,0.307219,0.663792,0.313143,0.459691,0.54045,0.379701,0.550491,2,0.09731,0.958022,0.798956,0.463153,0.373731,0.218533
0.879792,1,0.26322,0.359513,0.310019,146,0.158162,0.905747,0.261656,0.33658,0.612017,0.868404,0.425617,0.724894,2,0.902003,0.048687,0.330085,0.984028,0.88364,0.356382
0.277056,1,0.715822,0.291494,0.849593,9,0.759736,0.209778,0.620599,0.548213,0.403976,0.06701,0.591656,0.644506,3,0.305854,0.283637,0.595623,0.053059,0.192596,0.887355
0.020055,1,0.166275,0.051065,0.55841,130,0.950595,0.869051,0.309858,0.499082,0.465313,0.786751,0.925343,0.56181,1,0.679888,0.821219,0.875677,0.338594,0.367803,0.866783
0.782446,1,0.008627,0.062068,0.562475,157,0.247021,0.744385,0.210257,0.506506,0.670899,0.486237,0.315297,0.133454,1,0.850439,0.724349,0.313723,0.776543,0.302427,0.512171
0.475975,1,0.231921,0.947885,0.197834,10,0.232935,0.231745,0.101028,0.033411,0.880389,0.484018,0.2664,0.412451,2,0.985494,0.705843,0.825115,0.082751,0.659597,0.526184
0.789752,1,0.318157,0.68014,0.931643,23,0.777675,0.944254,0.871927,0.552775,0.59839,0.177105,0.335075,0.737961,3,0.4938,0.257238,0.673288,0.757477,0.725411,0.369225
0.733015,0,0.530425,0.83396,0.544458,13,0.783511,0.614971,0.954833,0.230893,0.531369,0.857929,0.96101,0.577182,1,0.081392,0.095092,0.615516,0.976907,0.17517,0.352769
0.866609,1,0.74879,0.556796,0.120488,127,0.195723,0.979013,0.469541,0.460566,0.802488,0.072783,0.492597,0.691356,2,0.246483,0.280424,0.832549,0.375189,0.208734,0.746757
0.447885,1,0.032273,0.425176,0.500222,96,0.519286,0.868366,0.817978,0.179393,0.69332,0.428486,0.478391,0.239688,2,0.294796,0.275614,0.1317,0.034884,0.566691,0.243024
0.707488,1,0.298625,0.882596,0.130677,146,0.108839,0.008568,0.182051,0.642031,0.155118,0.615568,0.205554,0.188467,1,0.098357,0.207159,0.470757,0.322154,0.002509,0.384421
0.733834,1,0.223052,0.464068,0.755844,126,0.08063,0.19409,0.454626,0.786436,0.660656,0.99725,0.709222,0.933071,2,0.398337,0.69678,0.496495,0.772143,0.423735,0.047236
0.713928,1,0.534552,0.203521,0.86213,118,0.278223,0.235831,0.570583,0.410646,0.245896,0.454622,0.704764,0.965101,1,0.010162,0.511496,0.752759,0.828253,0.672198,0.100137
0.900744,1,0.962915,0.914299,0.293581,176,0.386575,0.846745,0.839184,0.324561,0.797435,0.455829,0.764097,0.92657,1,0.665544,0.317887,0.810821,0.138629,0.712883,0.708167
0.496147,1,0.839691,0.792801,0.522711,66,0.200724,0.784114,0.189263,0.949374,0.000263,0.140025,0.023606,0.738725,2,0.610287,0.3111,0.750818,0.234274,0.626214,0.274501
0.658189,1,0.820491,0.143071,0.11437,152,0.704898,0.530047,0.305506,0.483585,0.763538,0.988781,0.754823,0.720637,2,0.965698,0.283541,0.50394,0.342857,0.10987,0.668353
0.621415,0,0.965926,0.784302,0.249852,6,0.463734,0.438172,0.111512,0.89472,0.897381,0.932896,0.641577,0.32015,3,0.253531,0.138538,0.375868,0.721159,0.019866,0.307598
0.544181,1,0.491984,0.769405,0.340758,166,0.251382,0.510842,0.36537,0.954851,0.891555,0.448178,0.243457,0.613666,2,0.668509,0.886461,0.735416,0.485008,0.644811,0.320276
0.978701,1,0.248626,0.174568,0.029384,109,0.241061,0.84852,0.605617,0.049547,0.359742,0.405925,0.287043,0.837202,2,0.13911,0.792453,0.908555,0.003512,0.036557,0.040396
0.523861,1,0.387691,0.19639,0.118074,168,0.542972,0.342601,0.319711,0.337884,0.355377,0.413507,0.083972,0.824242,3,0.478705,0.559004,0.319874,0.701632,0.837398,0.731063
0.322408,1,0.272418,0.865577,0.827268,123,0.744825,0.597772,0.372311,0.110366,0.920082,0.41678,0.179363,0.701823,1,0.261479,0.186333,0.905577,0.404092,0.032835,0.751218
0.652819,1,0.57522,0.699808,0.210176,71,0.210468,0.336015,0.156562,0.860247,0.19131,0.274572,0.060471,0.888766,1,0.576552,0.404413,0.059398,0.033473,0.652341,0.875912
0.134106,1,0.69813,0.813237,0.132105,109,0.587641,0.477163,0.069948,0.386056,0.405786,0.35393,0.545734,0.72113,3,0.010669,0.759658,0.927125,0.207817,0.010211,0.393286
0.928325,1,0.550966,0.165217,0.718171,156,0.106661,0.586173,0.280846,0.964818,0.372339,0.716785,0.68686,0.015481,2,0.053602,0.45163,0.480664,0.121835,0.457226,0.620982
0.381827,1,0.908195,0.749929,0.668615,97,0.085001,0.027161,0.836561,0.099293,0.285892,0.586662,0.270209,0.819028,2,0.190561,0.683764,0.681172,0.812742,0.854771,0.535065
0.783295,1,0.70245,0.934305,0.520316,121,0.575441,0.732911,0.629526,0.288734,0.855445,0.927009,0.55615,0.836605,3,0.861819,0.155318,0.650768,0.554926,0.09618,0.251788
0.866115,1,0.603478,0.045889,0.240845,83,0.53283,0.274113,0.00952,0.168343,0.109019,0.949889,0.671587,0.823803,1,0.438138,0.115101,0.821364,0.730205,0.076425,0.99045
0.004093,1,0.68208,0.974358,0.168094,74,0.826927,0.850838,0.553772,0.257285,0.498645,0.275652,0.206935,0.245979,2,0.784467,0.223561,0.717464,0.854503,0.704099,0.088588
0.033846,1,0.389119,0.435728,0.215707,180,0.21382,0.521741,0.033245,0.908905,0.355276,0.437699,0.457451,0.895884,2,0.660153,0.387648,0.801961,0.060943,0.933191,0.442323
0.302431,1,0.987831,0.929041,0.285759,124,0.049813,0.403426,0.777938,0.845124,0.229315,0.608535,0.371694,0.057045,1,0.1023,0.222593,0.182833,0.305146,0.783073,0.956845
0.298068,1,0.414642,0.54895,0.892946,122,0.915345,0.513422,0.431624,0.422339,0.942027,0.425833,0.652824,0.406682,2,0.148014,0.87793,0.125724,0.432891,0.345102,0.554324
0.676241,1,0.438282,0.839242,0.74702,140,0.42349,0.212647,0.692677,0.763406,0.163119,0.722853,0.62109,0.38327,1,0.470458,0.982161,0.155459,0.648057,0.587814,0.635197
0.133672,0,0.409932,0.569009,0.035747,37,0.101574,0.120069,0.29493,0.239041,0.824574,0.094386,0.981675,0.940612,2,0.205246,0.756128,0.925438,0.977894,0.727161,0.233924
0.612375,1,0.331206,0.682731,0.80302,41,0.71287,0.629857,0.399115,0.720878,0.969469,0.458064,0.016367,0.501221,2,0.674749,0.238651,0.143797,0.728032,0.848008,0.372503
0.627038,1,0.871213,0.030116,0.586808,89,0.147092,0.677276,0.435147,0.575561,0.382205,0.785057,0.442698,0.429959,2,0.041774,0.22188,0.838844,0.181215,0.139551,0.159211
0.990453,1,0.415975,0.238355,0.956681,51,0.946185,0.707017,0.23259,0.221442,0.430877,0.424699,0.735457,0.791294,3,0.108921,0.235762,0.315355,0.376217,0.807291,0.955724
0.668092,1,0.286463,0.096424,0.639004,10,0.962229,0.542746,0.266614,0.443174,0.032885,0.843629,0.392271,0.546032,3,0.668903,0.104498,0.605669,0.548715,0.054924,0.904371
0.717128,1,0.396593,0.170107,0.687492,37,0.956308,0.288064,0.135377,0.129632,0.630371,0.93614,0.82796,0.145805,3,0.549132,0.76392,0.350027,0.06359,0.356158,0.311947
0.965443,1,0.710461,0.890317,0.633321,91,0.140274,0.474131,0.434944,0.351078,0.950673,0.696438,0.693058,0.131496,1,0.44233,0.984934,0.868195,0.058344,0.112605,0.809991
0.26485,1,0.619776,0.096577,0.998483,79,0.40301,0.323435,0.321788,0.9112,0.478664,0.376166,0.790757,0.236771,1,0.160839,0.672209,0.271645,0.096439,0.502065,0.915758
0.424375,1,0.689476,0.152026,0.385528,71,0.050917,0.075946,0.706563,0.591274,0.814522,0.604857,0.030936,0.137814,3,0.476556,0.346632,0.445146,0.989537,0.110358,0.762307
0.11046,1,0.101441,0.377559,0.789554,165,0.511822,0.298263,0.832533,0.94525,0.516722,0.711387,0.231409,0.245317,3,0.49812,0.302879,0.396479,0.14246,0.576844,0.396045
0.101332,1,0.061369,0.14774,0.56648,47,0.097653,0.46637,0.037432,0.302081,0.086634,0.301637,0.464442,0.145174,2,0.434047,0.772106,0.263121,0.35111,0.333053,0.066677
0.394889,1,0.234914,0.932096,0.312282,52,0.471424,0.125521,0.198161,0.493018,0.366982,0.299828,0.234198,0.461419,3,0.397908,0.915488,0.585078,0.895666,0.133884,0.82967
0.245335,1,0.034296,0.627475,0.027346,73,0.550708,0.223927,0.80054,0.421584,0.429879,0.451616,0.645146,0.955196,2,0.532676,0.571772,0.317565,0.74896,0.069697,0.708296
0.100963,1,0.51687,0.270845,0.109396,7,0.785444,0.518696,0.383812,0.327822,0.162589,0.101805,0.772392,0.690981,3,0.560505,0.322933,0.513306,0.035451,0.389953,0.424213
0.754801,1,0.522634,0.590764,0.657983,79,0.390113,0.438594,0.50406,0.357531,0.564575,0.688058,0.342484,0.893615,2,0.589527,0.587743,0.514715,0.00625,0.179817,0.308177
0.239711,1,0.023136,0.115124,0.911278,132,0.911713,0.775908,0.992291,0.616529,0.411333,0.765268,0.538558,0.164827,3,0.940107,0.647429,0.456638,0.412479,0.016456,0.515334
0.000465,0,0.025957,0.701177,0.099746,58,0.971489,0.070029,0.127939,0.96465,0.949122,0.436953,0.964653,0.687026,1,0.20724,0.366411,0.144875,0.867315,0.344136,0.199279
0.167914,1,0.855733,0.524143,0.059836,110,0.026184,0.130296,0.918792,0.313394,0.371606,0.720635,0.335995,0.089391,1,0.814484,0.509764,0.307417,0.854629,0.7934,0.286973
0.616586,1,0.434683,0.349173,0.782725,89,0.535149,0.42658,0.242034,0.341372,0.33672,0.656027,0.162728,0.762286,3,0.027716,0.079023,0.939808,0.504645,0.634563,0.825156
0.361516,1,0.83413,0.205435,0.536058,167,0.524889,0.930991,0.227348,0.208262,0.677736,0.009623,0.411579,0.616092,3,0.75707,0.519931,0.893705,0.244818,0.343807,0.432174
0.38021,1,0.325995,0.879807,0.756271,119,0.454189,0.185385,0.937703,0.759477,0.729447,0.524093,0.457641,0.227864,3,0.19605,0.718923,0.634563,0.082138,0.728359,0.71508
0.654409,1,0.139169,0.99893,0.489856,85,0.669018,0.549982,0.704239,0.714208,0.746954,0.050307,0.574971,0.96544,2,0.233513,0.711863,0.519282,0.152417,0.891037,0.863379
0.306999,1,0.486068,0.648148,0.374522,118,0.968573,0.24432,0.823791,0.405929,0.012072,0.833445,0.540156,0.565738,2,0.855736,0.414485,0.305401,0.411071,0.017614,0.121227
0.032278,1,0.124202,0.796684,0.883947,45,0.775232,0.819531,0.464197,0.037139,0.688734,0.514783,0.132896,0.776285,1,0.20302,0.843942,0.288644,0.961589,0.740232,0.528931
0.557648,1,0.60307,0.787316,0.969548,34,0.504778,0.618197,0.077507,0.827691,0.526361,0.351688,0.555162,0.75805,2,0.020838,0.853842,0.863873,0.348562,0.297659,0.104125
0.678007,0,0.873086,0.805434,0.570525,93,0.654471,0.082364,0.291983,0.597129,0.991041,0.526029,0.9698,0.413248,1,0.63943,0.63111,0.104676,0.691416,0.078749,0.789402
0.242479,1,0.054896,0.054798,0.881147,139,0.336407,0.913768,0.844023,0.932713,0.810463,0.214829,0.304717,0.683191,2,0.458098,0.02396,0.508741,0.646315,0.491034,0.249935
0.078183,1,0.326669,0.841243,0.994088,128,0.571627,0.964459,0.748607,0.38987,0.075543,0.916041,0.846193,0.876916,2,0.841022,0.913231,0.780976,0.389784,0.074939,0.975642
0.151042,1,0.867026,0.891275,0.300528,95,0.978002,0.5118,0.155311,0.574479,0.816871,0.288952,0.790274,0.113725,3,0.605473,0.529062,0.661257,0.685443,0.564495,0.602833
